gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
LOLTMNT02_21701,complete,,LCK,2024,Spring,0,2024-01-18 09:08:42,2,14.01,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Rakan,Orianna,Corki,Milio,Renata Glasc,Lulu,2348,1,0,2,8,13,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3322,0.5366,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,7435,189.9915,0.0862379,595.6814,674.1312,111,2.8365,29,0.7411,19,178,4.5486,9826,4760,121.6354,0.0957469,9525,,44.0,44.0,0,,,1.1244,2412.0,2551.0,13.0,2568.0,2903.0,16.0,-156.0,-352.0,-3.0,0.0,1.0,0.0,0.0,2.0,0.0,3692.0,3393.0,24.0,4060.0,3961.0,28.0,-368.0,-568.0,-4.0,0.0,1.0,1.0,0.0,5.0,0.0
LOLTMNT02_21701,complete,,LCK,2024,Spring,0,2024-01-18 09:08:42,2,14.01,100,Blue,team,,,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,,Ashe,Rumble,LeBlanc,Akali,Neeko,2348,0,8,13,20,8,13,2.0,0.0,0.0,0.0,0.0,,,,0.2044,0.5366,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,10.0,1.0,0.0,1.0,1.0,0.0,3.0,81694,2087.5809,,2930.1107,3063.1687,176,4.4974,99,2.5298,65,391,9.9915,65379,40051,1023.4497,,63588,-0.0470216,,1151.0,218,,,34.983,16469.0,20010.0,358.0,15980.0,19335.0,349.0,489.0,675.0,9.0,2.0,2.0,1.0,1.0,2.0,2.0,25749.0,31038.0,560.0,24376.0,29887.0,537.0,1373.0,1151.0,23.0,5.0,12.0,3.0,3.0,4.0,5.0
LOLTMNT02_21701,complete,,LCK,2024,Spring,0,2024-01-18 09:08:42,2,14.01,200,Red,team,,,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,,Orianna,Corki,Milio,Renata Glasc,Lulu,2348,1,13,8,26,13,8,1.0,0.0,0.0,0.0,1.0,,,,0.3322,0.5366,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,10.0,4.0,0.0,1.0,1.0,1.0,3.0,0.0,86215,2203.109,,2878.8501,4371.9761,179,4.5741,102,2.6065,72,406,10.3748,75047,49719,1270.5026,,66650,0.0470216,,1094.0,280,,,35.1107,15980.0,19335.0,349.0,16469.0,20010.0,358.0,-489.0,-675.0,-9.0,1.0,2.0,2.0,2.0,2.0,1.0,24376.0,29887.0,537.0,25749.0,31038.0,560.0,-1373.0,-1151.0,-23.0,3.0,4.0,5.0,5.0,12.0,3.0
LOLTMNT02_22739,complete,,LCK,2024,Spring,0,2024-01-18 10:57:08,1,14.01,1,Blue,top,PerfecT,oe:player:29bef8f5895e5e4fef8ff0945e68567,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Udyr,Akali,LeBlanc,Kalista,K'Sante,Gnar,2068,1,4,2,4,15,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4352,0.7253,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,10951,317.7273,0.144554,616.0735,1834.8162,14,0.4062,6,0.1741,8,35,1.0155,13724,9230,267.795,0.204407,11450,,293.0,289.0,4,,,8.501,3426.0,5306.0,93.0,3523.0,5136.0,81.0,-97.0,170.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5404.0,8049.0,128.0,5424.0,8277.0,133.0,-20.0,-228.0,-5.0,1.0,1.0,1.0,0.0,1.0,1.0
LOLTMNT02_22739,complete,,LCK,2024,Spring,0,2024-01-18 10:57:08,1,14.01,2,Blue,jng,Pyosik,oe:player:a2357eb17578485c2ba736db36cbc42,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Lee Sin,Akali,LeBlanc,Kalista,K'Sante,Gnar,2068,1,2,2,6,15,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4352,0.7253,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,0.0,0.0,8459,245.4255,0.11166,981.9923,1175.1064,20,0.5803,11,0.3191,10,55,1.5957,12100,7606,220.677,0.168441,10950,,241.0,27.0,214,,,6.9923,3171.0,3561.0,72.0,3144.0,3661.0,71.0,27.0,-100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5281.0,5900.0,106.0,4996.0,5882.0,102.0,285.0,18.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0
LOLTMNT02_22739,complete,,LCK,2024,Spring,0,2024-01-18 10:57:08,1,14.01,3,Blue,mid,Bdd,oe:player:30361653a485a9609fb2d3aa073282c,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Orianna,Akali,LeBlanc,Kalista,K'Sante,Gnar,2068,1,0,3,12,15,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4352,0.7253,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,13099,380.0484,0.172908,386.9826,274.1489,24,0.6963,15,0.4352,11,61,1.7698,13466,8972,260.3095,0.198693,13175,,314.0,300.0,14,,,9.1103,3260.0,4593.0,87.0,3531.0,4961.0,95.0,-271.0,-368.0,-8.0,0.0,0.0,1.0,0.0,1.0,0.0,5260.0,7732.0,145.0,6262.0,8178.0,152.0,-1002.0,-446.0,-7.0,0.0,2.0,2.0,2.0,3.0,0.0
LOLTMNT02_22739,complete,,LCK,2024,Spring,0,2024-01-18 10:57:08,1,14.01,4,Blue,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Ezreal,Akali,LeBlanc,Kalista,K'Sante,Gnar,2068,1,3,1,5,15,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4352,0.7253,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,1.0,0.0,29189,846.8762,0.385298,414.7195,338.9362,13,0.3772,24,0.6963,2,61,1.7698,17039,12545,363.9749,0.277824,16600,,395.0,377.0,18,,,11.4603,4050.0,3752.0,103.0,3864.0,3561.0,83.0,186.0,191.0,20.0,1.0,1.0,0.0,2.0,0.0,1.0,6470.0,6173.0,161.0,5729.0,5840.0,127.0,741.0,333.0,34.0,1.0,1.0,0.0,3.0,1.0,2.0
LOLTMNT02_22739,complete,,LCK,2024,Spring,0,2024-01-18 10:57:08,1,14.01,5,Blue,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Hwei,Akali,LeBlanc,Kalista,K'Sante,Gnar,2068,1,6,3,6,15,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4352,0.7253,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,14059,407.9014,0.18558,258.1625,119.1296,65,1.8859,28,0.8124,23,147,4.265,11296,6802,197.3501,0.150635,9125,,54.0,54.0,0,,,1.5667,3008.0,2929.0,18.0,2985.0,2369.0,14.0,23.0,560.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,4589.0,4059.0,26.0,4333.0,3819.0,19.0,256.0,240.0,7.0,1.0,2.0,3.0,1.0,5.0,1.0
LOLTMNT02_22739,complete,,LCK,2024,Spring,0,2024-01-18 10:57:08,1,14.01,6,Red,top,Clear,oe:player:d87853a5c1c5463889d70a62cdbcffc,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,Rumble,Poppy,Ashe,Vi,Bard,Nocturne,2068,0,1,4,1,10,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2901,0.7253,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,13789,400.0677,0.228212,567.7369,643.1721,17,0.4932,4,0.1161,8,34,0.9865,12400,7906,229.381,0.217701,10900,,273.0,257.0,16,,,7.9207,3523.0,5136.0,81.0,3426.0,5306.0,93.0,97.0,-170.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,5424.0,8277.0,133.0,5404.0,8049.0,128.0,20.0,228.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0
LOLTMNT02_22739,complete,,LCK,2024,Spring,0,2024-01-18 10:57:08,1,14.01,7,Red,jng,Willer,oe:player:baf26814ef7b2f10fac33a00c3d53a3,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,Xin Zhao,Poppy,Ashe,Vi,Bard,Nocturne,2068,0,2,2,3,10,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2901,0.7253,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,0.0,0.0,9065,263.0077,0.150028,1012.2824,1148.0368,16,0.4642,17,0.4932,16,57,1.6538,10401,5907,171.383,0.162654,10050,,195.0,31.0,164,,,5.6576,3144.0,3661.0,71.0,3171.0,3561.0,72.0,-27.0,100.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4996.0,5882.0,102.0,5281.0,5900.0,106.0,-285.0,-18.0,-4.0,1.0,3.0,0.0,1.0,1.0,1.0
LOLTMNT02_22739,complete,,LCK,2024,Spring,0,2024-01-18 10:57:08,1,14.01,8,Red,mid,Clozer,oe:player:6adb46561c24655e0455d9b3fdc5698,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,Azir,Poppy,Ashe,Vi,Bard,Nocturne,2068,0,3,1,5,10,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2901,0.7253,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,18149,526.5667,0.300371,602.205,560.5996,29,0.8414,10,0.2901,8,55,1.5957,15061,10567,306.5861,0.290978,14650,,367.0,359.0,8,,,10.648,3531.0,4961.0,95.0,3260.0,4593.0,87.0,271.0,368.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,6262.0,8178.0,152.0,5260.0,7732.0,145.0,1002.0,446.0,7.0,2.0,3.0,0.0,0.0,2.0,2.0
LOLTMNT02_22739,complete,,LCK,2024,Spring,0,2024-01-18 10:57:08,1,14.01,9,Red,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,Varus,Poppy,Ashe,Vi,Bard,Nocturne,2068,0,3,4,2,10,15,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2901,0.7253,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,1.0,13693,397.2824,0.226623,480.058,457.4565,20,0.5803,17,0.4932,9,55,1.5957,12907,8413,244.0909,0.231662,12625,,317.0,291.0,26,,,9.1973,3864.0,3561.0,83.0,4050.0,3752.0,103.0,-186.0,-191.0,-20.0,2.0,0.0,1.0,1.0,1.0,0.0,5729.0,5840.0,127.0,6470.0,6173.0,161.0,-741.0,-333.0,-34.0,3.0,1.0,2.0,1.0,1.0,0.0
LOLTMNT02_22739,complete,,LCK,2024,Spring,0,2024-01-18 10:57:08,1,14.01,10,Red,sup,Execute,oe:player:40cd014b7b6251e3a22e6a45a73a64e,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,Renata Glasc,Poppy,Ashe,Vi,Bard,Nocturne,2068,0,1,4,7,10,15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2901,0.7253,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,5726,166.1315,0.0947668,514.0039,479.3617,74,2.147,15,0.4352,19,125,3.6267,8017,3523,102.2147,0.097005,7875,,30.0,30.0,0,,,0.8704,2985.0,2369.0,14.0,3008.0,2929.0,18.0,-23.0,-560.0,-4.0,1.0,2.0,1.0,1.0,1.0,2.0,4333.0,3819.0,19.0,4589.0,4059.0,26.0,-256.0,-240.0,-7.0,1.0,5.0,1.0,1.0,2.0,3.0
LOLTMNT02_22739,complete,,LCK,2024,Spring,0,2024-01-18 10:57:08,1,14.01,100,Blue,team,,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,,Akali,LeBlanc,Kalista,K'Sante,Gnar,2068,1,15,11,33,15,11,2.0,1.0,0.0,0.0,0.0,,,,0.4352,0.7253,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,2.0,1.0,1.0,6.0,1.0,1.0,0.0,75757,2197.9787,,2657.9304,3742.1373,136,3.9458,84,2.4371,54,359,10.4159,67625,45153,1310.0484,,61300,0.088586,,1047.0,250,,,37.6306,16915.0,20141.0,373.0,17047.0,19688.0,344.0,-132.0,453.0,29.0,2.0,2.0,3.0,3.0,3.0,2.0,27004.0,31913.0,566.0,26744.0,31996.0,533.0,260.0,-83.0,33.0,4.0,7.0,7.0,7.0,13.0,4.0
LOLTMNT02_22739,complete,,LCK,2024,Spring,0,2024-01-18 10:57:08,1,14.01,200,Red,team,,,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,,Poppy,Ashe,Vi,Bard,Nocturne,2068,0,10,15,18,10,15,1.0,0.0,0.0,0.0,1.0,,,,0.2901,0.7253,1.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,1.0,6.0,0.0,1.0,60422,1753.0561,,3176.2863,3288.6267,156,4.5261,63,1.8279,60,326,9.4584,58786,36314,1053.5977,,56100,-0.088586,,968.0,214,,,34.294,17047.0,19688.0,344.0,16915.0,20141.0,373.0,132.0,-453.0,-29.0,3.0,3.0,2.0,2.0,2.0,3.0,26744.0,31996.0,533.0,27004.0,31913.0,566.0,-260.0,83.0,-33.0,7.0,13.0,4.0,4.0,7.0,7.0
LOLTMNT02_22767,complete,,LCK,2024,Spring,0,2024-01-18 11:54:26,2,14.01,1,Blue,top,Clear,oe:player:d87853a5c1c5463889d70a62cdbcffc,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,Udyr,Ashe,Azir,Varus,Neeko,Lee Sin,1591,0,1,5,1,9,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394,1.3576,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,9885,372.7844,0.166835,773.4004,1676.8699,11,0.4148,2,0.0754,6,24,0.9051,8108,4587,172.9855,0.185175,7850,,192.0,192.0,0,,,7.2407,3722.0,5500.0,102.0,3245.0,5174.0,88.0,477.0,326.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5360.0,7564.0,136.0,5674.0,8306.0,140.0,-314.0,-742.0,-4.0,1.0,0.0,1.0,2.0,0.0,0.0
LOLTMNT02_22767,complete,,LCK,2024,Spring,0,2024-01-18 11:54:26,2,14.01,2,Blue,jng,Willer,oe:player:baf26814ef7b2f10fac33a00c3d53a3,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,Viego,Ashe,Azir,Varus,Neeko,Lee Sin,1591,0,4,5,2,9,27,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3394,1.3576,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,1.0,16939,638.8058,0.28589,1433.2118,873.1867,11,0.4148,10,0.3771,14,41,1.5462,9514,5993,226.0088,0.241938,9533,,161.0,20.0,141,,,6.0717,3724.0,3675.0,77.0,3073.0,3536.0,68.0,651.0,139.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,5540.0,5886.0,108.0,5272.0,6202.0,106.0,268.0,-316.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0
LOLTMNT02_22767,complete,,LCK,2024,Spring,0,2024-01-18 11:54:26,2,14.01,3,Blue,mid,Clozer,oe:player:6adb46561c24655e0455d9b3fdc5698,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,Syndra,Ashe,Azir,Varus,Neeko,Lee Sin,1591,0,1,4,2,9,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394,1.3576,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,1.0,14254,537.5487,0.240574,540.0754,373.6518,10,0.3771,4,0.1508,4,14,0.528,9222,5701,214.9969,0.23015,9400,,242.0,238.0,4,,,9.1263,3542.0,5088.0,99.0,3325.0,4670.0,91.0,217.0,418.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,5281.0,7678.0,144.0,5362.0,7694.0,133.0,-81.0,-16.0,11.0,0.0,1.0,1.0,1.0,3.0,1.0
LOLTMNT02_22767,complete,,LCK,2024,Spring,0,2024-01-18 11:54:26,2,14.01,4,Blue,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,Draven,Ashe,Azir,Varus,Neeko,Lee Sin,1591,0,2,6,3,9,27,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3394,1.3576,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,0.0,1.0,13531,510.2828,0.228371,650.2326,342.5393,11,0.4148,7,0.264,2,18,0.6788,9168,5647,212.9604,0.22797,9150,,188.0,188.0,0,,,7.0899,3164.0,3350.0,79.0,4063.0,3507.0,84.0,-899.0,-157.0,-5.0,0.0,1.0,1.0,2.0,1.0,1.0,5332.0,5355.0,116.0,6113.0,5727.0,138.0,-781.0,-372.0,-22.0,1.0,2.0,1.0,2.0,1.0,2.0
LOLTMNT02_22767,complete,,LCK,2024,Spring,0,2024-01-18 11:54:26,2,14.01,5,Blue,sup,Execute,oe:player:40cd014b7b6251e3a22e6a45a73a64e,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,Renata Glasc,Ashe,Azir,Varus,Neeko,Lee Sin,1591,0,1,7,4,9,27,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3394,1.3576,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,4641,175.022,0.0783291,642.3507,500.8925,41,1.5462,14,0.528,15,88,3.3187,6364,2843,107.2156,0.114767,6325,,25.0,25.0,0,,,0.9428,2311.0,1644.0,7.0,2717.0,2923.0,10.0,-406.0,-1279.0,-3.0,0.0,1.0,2.0,1.0,2.0,0.0,3966.0,3420.0,16.0,4600.0,4702.0,17.0,-634.0,-1282.0,-1.0,1.0,2.0,3.0,2.0,5.0,1.0
LOLTMNT02_22767,complete,,LCK,2024,Spring,0,2024-01-18 11:54:26,2,14.01,6,Red,top,PerfecT,oe:player:29bef8f5895e5e4fef8ff0945e68567,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,K'Sante,Akali,Orianna,Lucian,Poppy,LeBlanc,1591,1,4,1,7,27,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0182,1.3576,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,13826,521.4079,0.166727,837.3979,1670.044,10,0.3771,4,0.1508,4,25,0.9428,10995,7474,281.8605,0.18293,9600,,207.0,207.0,0,,,7.8064,3245.0,5174.0,88.0,3722.0,5500.0,102.0,-477.0,-326.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,5674.0,8306.0,140.0,5360.0,7564.0,136.0,314.0,742.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0
LOLTMNT02_22767,complete,,LCK,2024,Spring,0,2024-01-18 11:54:26,2,14.01,7,Red,jng,Pyosik,oe:player:a2357eb17578485c2ba736db36cbc42,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Xin Zhao,Akali,Orianna,Lucian,Poppy,LeBlanc,1591,1,5,1,14,27,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0182,1.3576,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,1.0,0.0,16629,627.115,0.200528,1331.2005,951.4016,10,0.3771,8,0.3017,8,41,1.5462,11823,8302,313.0861,0.203197,9300,,186.0,22.0,164,,,7.0145,3073.0,3536.0,68.0,3724.0,3675.0,77.0,-651.0,-139.0,-9.0,0.0,0.0,0.0,1.0,0.0,0.0,5272.0,6202.0,106.0,5540.0,5886.0,108.0,-268.0,316.0,-2.0,1.0,3.0,1.0,2.0,2.0,2.0
LOLTMNT02_22767,complete,,LCK,2024,Spring,0,2024-01-18 11:54:26,2,14.01,8,Red,mid,Bdd,oe:player:30361653a485a9609fb2d3aa073282c,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Taliyah,Akali,Orianna,Lucian,Poppy,LeBlanc,1591,1,7,3,9,27,9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0182,1.3576,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,1.0,0.0,15990,603.017,0.192823,463.369,333.5638,11,0.4148,4,0.1508,9,29,1.0937,11956,8435,318.1018,0.206452,9875,,208.0,202.0,6,,,7.8441,3325.0,4670.0,91.0,3542.0,5088.0,99.0,-217.0,-418.0,-8.0,0.0,1.0,0.0,0.0,0.0,0.0,5362.0,7694.0,133.0,5281.0,7678.0,144.0,81.0,16.0,-11.0,1.0,3.0,1.0,0.0,1.0,1.0
LOLTMNT02_22767,complete,,LCK,2024,Spring,0,2024-01-18 11:54:26,2,14.01,9,Red,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Kalista,Akali,Orianna,Lucian,Poppy,LeBlanc,1591,1,7,3,9,27,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0182,1.3576,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,0.0,18311,690.5468,0.220811,470.5343,255.5751,20,0.7542,8,0.3017,1,36,1.3576,13806,10285,387.8693,0.251733,11075,,242.0,230.0,12,,,9.1263,4063.0,3507.0,84.0,3164.0,3350.0,79.0,899.0,157.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,6113.0,5727.0,138.0,5332.0,5355.0,116.0,781.0,372.0,22.0,2.0,1.0,2.0,1.0,2.0,1.0
LOLTMNT02_22767,complete,,LCK,2024,Spring,0,2024-01-18 11:54:26,2,14.01,10,Red,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Hwei,Akali,Orianna,Lucian,Poppy,LeBlanc,1591,1,4,1,21,27,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0182,1.3576,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,18170,685.2294,0.219111,360.1886,146.7002,42,1.5839,16,0.6034,14,91,3.4318,9882,6361,239.8869,0.155688,8600,,43.0,43.0,0,,,1.6216,2717.0,2923.0,10.0,2311.0,1644.0,7.0,406.0,1279.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,4600.0,4702.0,17.0,3966.0,3420.0,16.0,634.0,1282.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0
LOLTMNT02_22767,complete,,LCK,2024,Spring,0,2024-01-18 11:54:26,2,14.01,100,Blue,team,,,FearX,oe:team:bfa80d2349e695195e5ba8d744d4623,,Ashe,Azir,Varus,Neeko,Lee Sin,1591,0,9,27,12,9,27,0.0,0.0,0.0,0.0,1.0,,,,0.3394,1.3576,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,2.0,5.0,0.0,3.0,59250,2234.4437,,4039.2709,3767.1402,84,3.1678,37,1.3953,41,185,6.9767,42376,24770,934.1295,,42258,-0.136526,,663.0,145,,,30.4714,16463.0,19257.0,364.0,16423.0,19810.0,341.0,40.0,-553.0,23.0,1.0,2.0,3.0,3.0,4.0,1.0,25479.0,29903.0,520.0,27021.0,32631.0,534.0,-1542.0,-2728.0,-14.0,5.0,7.0,8.0,8.0,12.0,5.0
LOLTMNT02_22767,complete,,LCK,2024,Spring,0,2024-01-18 11:54:26,2,14.01,200,Red,team,,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,,Akali,Orianna,Lucian,Poppy,LeBlanc,1591,1,27,9,60,27,9,4.0,1.0,0.0,0.0,0.0,,,,1.0182,1.3576,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,11.0,0.0,1.0,1.0,5.0,2.0,3.0,0.0,82926,3127.3162,,3462.6901,3357.2847,93,3.5072,40,1.5085,36,222,8.3721,58462,40856,1540.7668,,48450,0.136526,,704.0,182,,,33.4129,16423.0,19810.0,341.0,16463.0,19257.0,364.0,-40.0,553.0,-23.0,3.0,4.0,1.0,1.0,2.0,3.0,27021.0,32631.0,534.0,25479.0,29903.0,520.0,1542.0,2728.0,14.0,8.0,12.0,5.0,5.0,7.0,8.0
LOLTMNT02_23175,complete,,LCK,2024,Spring,0,2024-01-19 08:09:40,1,14.01,1,Blue,top,Doran,oe:player:a1f3b2bb3f36e5113237f92d76dc4c8,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,K'Sante,Orianna,Ashe,Udyr,Kalista,Rakan,1940,1,2,2,5,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474,0.4639,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,8847,273.6186,0.157594,727.1134,1685.6289,10,0.3093,5,0.1546,5,32,0.9897,13059,8826,272.9691,0.221882,11425,,243.0,243.0,0,,,7.5155,3085.0,4805.0,79.0,3594.0,5051.0,97.0,-509.0,-246.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,4889.0,7339.0,121.0,5173.0,7382.0,139.0,-284.0,-43.0,-18.0,0.0,0.0,1.0,0.0,1.0,0.0
